449	-0.854492188
450	-0.840928819
450	-0.840928819
451	-0.827365451
448	-0.868055556
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
452	-0.813802083
452	-0.813802083
450	-0.840928819
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
449	-0.854492188
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
449	-0.854492188
450	-0.840928819
452	-0.813802083
449	-0.854492188
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
451	-0.827365451
452	-0.813802083
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
452	-0.813802083
451	-0.827365451
449	-0.854492188
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
449	-0.854492188
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
450	-0.840928819
450	-0.840928819
450	-0.840928819
452	-0.813802083
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
450	-0.840928819
452	-0.813802083
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
448	-0.868055556
452	-0.813802083
449	-0.854492188
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
453	-0.800238715
450	-0.840928819
450	-0.840928819
450	-0.840928819
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
450	-0.840928819
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
450	-0.840928819
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
452	-0.813802083
452	-0.813802083
450	-0.840928819
450	-0.840928819
449	-0.854492188
450	-0.840928819
451	-0.827365451
452	-0.813802083
452	-0.813802083
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
452	-0.813802083
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
453	-0.800238715
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
452	-0.813802083
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
453	-0.800238715
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
449	-0.854492188
450	-0.840928819
450	-0.840928819
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
452	-0.813802083
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
452	-0.813802083
451	-0.827365451
453	-0.800238715
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
450	-0.840928819
451	-0.827365451
452	-0.813802083
452	-0.813802083
452	-0.813802083
451	-0.827365451
450	-0.840928819
452	-0.813802083
452	-0.813802083
452	-0.813802083
451	-0.827365451
451	-0.827365451
452	-0.813802083
449	-0.854492188
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
452	-0.813802083
452	-0.813802083
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
450	-0.840928819
451	-0.827365451
452	-0.813802083
452	-0.813802083
449	-0.854492188
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
452	-0.813802083
451	-0.827365451
452	-0.813802083
450	-0.840928819
452	-0.813802083
451	-0.827365451
452	-0.813802083
450	-0.840928819
451	-0.827365451
453	-0.800238715
449	-0.854492188
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
453	-0.800238715
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
450	-0.840928819
451	-0.827365451
452	-0.813802083
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
452	-0.813802083
452	-0.813802083
452	-0.813802083
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
449	-0.854492188
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
449	-0.854492188
451	-0.827365451
450	-0.840928819
450	-0.840928819
450	-0.840928819
449	-0.854492188
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
452	-0.813802083
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
452	-0.813802083
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
449	-0.854492188
449	-0.854492188
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
450	-0.840928819
452	-0.813802083
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
450	-0.840928819
453	-0.800238715
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
450	-0.840928819
452	-0.813802083
451	-0.827365451
449	-0.854492188
451	-0.827365451
452	-0.813802083
452	-0.813802083
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
451	-0.827365451
453	-0.800238715
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
449	-0.854492188
452	-0.813802083
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
452	-0.813802083
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
451	-0.827365451
452	-0.813802083
451	-0.827365451
452	-0.813802083
450	-0.840928819
451	-0.827365451
450	-0.840928819
449	-0.854492188
452	-0.813802083
451	-0.827365451
452	-0.813802083
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
450	-0.840928819
452	-0.813802083
449	-0.854492188
451	-0.827365451
451	-0.827365451
452	-0.813802083
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
449	-0.854492188
451	-0.827365451
450	-0.840928819
449	-0.854492188
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
452	-0.813802083
450	-0.840928819
450	-0.840928819
452	-0.813802083
451	-0.827365451
453	-0.800238715
450	-0.840928819
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
452	-0.813802083
450	-0.840928819
452	-0.813802083
451	-0.827365451
451	-0.827365451
452	-0.813802083
452	-0.813802083
451	-0.827365451
449	-0.854492188
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
450	-0.840928819
452	-0.813802083
452	-0.813802083
451	-0.827365451
451	-0.827365451
452	-0.813802083
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
452	-0.813802083
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
449	-0.854492188
451	-0.827365451
452	-0.813802083
450	-0.840928819
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
450	-0.840928819
451	-0.827365451
452	-0.813802083
450	-0.840928819
452	-0.813802083
451	-0.827365451
451	-0.827365451
449	-0.854492188
453	-0.800238715
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
449	-0.854492188
449	-0.854492188
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
450	-0.840928819
451	-0.827365451
452	-0.813802083
449	-0.854492188
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
450	-0.840928819
451	-0.827365451
449	-0.854492188
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
452	-0.813802083
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
452	-0.813802083
451	-0.827365451
450	-0.840928819
452	-0.813802083
450	-0.840928819
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
452	-0.813802083
453	-0.800238715
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
452	-0.813802083
451	-0.827365451
449	-0.854492188
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
452	-0.813802083
452	-0.813802083
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
452	-0.813802083
452	-0.813802083
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
450	-0.840928819
449	-0.854492188
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
452	-0.813802083
453	-0.800238715
450	-0.840928819
450	-0.840928819
452	-0.813802083
451	-0.827365451
450	-0.840928819
449	-0.854492188
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
449	-0.854492188
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
450	-0.840928819
452	-0.813802083
452	-0.813802083
451	-0.827365451
451	-0.827365451
452	-0.813802083
450	-0.840928819
451	-0.827365451
452	-0.813802083
449	-0.854492188
450	-0.840928819
452	-0.813802083
451	-0.827365451
451	-0.827365451
449	-0.854492188
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
449	-0.854492188
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
452	-0.813802083
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
450	-0.840928819
451	-0.827365451
451	-0.827365451
449	-0.854492188
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
449	-0.854492188
450	-0.840928819
452	-0.813802083
451	-0.827365451
450	-0.840928819
450	-0.840928819
452	-0.813802083
451	-0.827365451
449	-0.854492188
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
449	-0.854492188
450	-0.840928819
452	-0.813802083
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
452	-0.813802083
451	-0.827365451
450	-0.840928819
452	-0.813802083
450	-0.840928819
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
450	-0.840928819
452	-0.813802083
452	-0.813802083
451	-0.827365451
452	-0.813802083
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
452	-0.813802083
451	-0.827365451
449	-0.854492188
451	-0.827365451
452	-0.813802083
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
452	-0.813802083
451	-0.827365451
450	-0.840928819
450	-0.840928819
450	-0.840928819
453	-0.800238715
450	-0.840928819
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
449	-0.854492188
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
450	-0.840928819
452	-0.813802083
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
452	-0.813802083
449	-0.854492188
450	-0.840928819
452	-0.813802083
450	-0.840928819
453	-0.800238715
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
449	-0.854492188
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
450	-0.840928819
451	-0.827365451
453	-0.800238715
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
450	-0.840928819
452	-0.813802083
451	-0.827365451
451	-0.827365451
449	-0.854492188
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
449	-0.854492188
451	-0.827365451
452	-0.813802083
449	-0.854492188
453	-0.800238715
449	-0.854492188
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
452	-0.813802083
450	-0.840928819
452	-0.813802083
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
449	-0.854492188
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
453	-0.800238715
452	-0.813802083
450	-0.840928819
450	-0.840928819
450	-0.840928819
450	-0.840928819
451	-0.827365451
452	-0.813802083
452	-0.813802083
450	-0.840928819
451	-0.827365451
452	-0.813802083
450	-0.840928819
452	-0.813802083
450	-0.840928819
452	-0.813802083
451	-0.827365451
450	-0.840928819
450	-0.840928819
452	-0.813802083
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
453	-0.800238715
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
452	-0.813802083
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
452	-0.813802083
450	-0.840928819
449	-0.854492188
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
450	-0.840928819
452	-0.813802083
451	-0.827365451
449	-0.854492188
450	-0.840928819
452	-0.813802083
451	-0.827365451
452	-0.813802083
449	-0.854492188
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
453	-0.800238715
451	-0.827365451
451	-0.827365451
452	-0.813802083
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
452	-0.813802083
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
450	-0.840928819
450	-0.840928819
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
452	-0.813802083
450	-0.840928819
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
452	-0.813802083
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
452	-0.813802083
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
452	-0.813802083
452	-0.813802083
451	-0.827365451
449	-0.854492188
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
452	-0.813802083
453	-0.800238715
452	-0.813802083
453	-0.800238715
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
449	-0.854492188
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
449	-0.854492188
449	-0.854492188
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
452	-0.813802083
450	-0.840928819
450	-0.840928819
450	-0.840928819
450	-0.840928819
451	-0.827365451
449	-0.854492188
452	-0.813802083
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
453	-0.800238715
453	-0.800238715
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
449	-0.854492188
450	-0.840928819
449	-0.854492188
452	-0.813802083
450	-0.840928819
452	-0.813802083
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
452	-0.813802083
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
450	-0.840928819
451	-0.827365451
451	-0.827365451
449	-0.854492188
451	-0.827365451
452	-0.813802083
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
453	-0.800238715
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
449	-0.854492188
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
449	-0.854492188
451	-0.827365451
451	-0.827365451
450	-0.840928819
452	-0.813802083
451	-0.827365451
450	-0.840928819
452	-0.813802083
449	-0.854492188
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
450	-0.840928819
452	-0.813802083
451	-0.827365451
450	-0.840928819
452	-0.813802083
452	-0.813802083
450	-0.840928819
450	-0.840928819
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
451	-0.827365451
450	-0.840928819
451	-0.827365451
452	-0.813802083
452	-0.813802083
451	-0.827365451
452	-0.813802083
452	-0.813802083
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
451	-0.827365451
452	-0.813802083
451	-0.827365451
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
450	-0.840928819
452	-0.813802083
451	-0.827365451
450	-0.840928819
452	-0.813802083
452	-0.813802083
450	-0.840928819
452	-0.813802083
450	-0.840928819
451	-0.827365451
450	-0.840928819
450	-0.840928819
451	-0.827365451
449	-0.854492188
450	-0.840928819
450	-0.840928819
450	-0.840928819
452	-0.813802083
452	-0.813802083
450	-0.840928819
451	-0.827365451
450	-0.840928819
451	-0.827365451
451	-0.827365451
450	-0.840928819
452	-0.813802083
450	-0.840928819
452	-0.813802083
451	-0.827365451
451	-0.827365451
450	-0.840928819
451	-0.827365451
